startup_id,startup_name,industry,location,market_size_estimate,market_growth_rate,founder_experience_years,founder_previous_exits,founder_education_level,team_size,monthly_active_users,revenue_last_month,growth_rate_last_3_months,pilot_partnerships,funding_rounds,total_funding_received,investors_count,status,pitch_deck_summary,vision_statement,problem_statement,succeeded_in_funding
487,Henderson Ltd,SaaS,Pune,4110649507,5.97,2,2,Bachelors,61,399413,31187921,3.0,True,0,0,0,Closed,Class quite fine either Congress. Power suddenly game white which. Away leg art. Small game behind kid yeah which management.,Monitored hybrid methodology,repurpose extensible initiatives,False
488,Sparks-Adams,Edtech,Bangalore,3477685915,5.82,7,0,PhD,114,143157,30770593,6.81,True,0,0,0,Active,"Until arrive career reality pick way. Position standard table mind miss so minute. Man discover always vote.
People should image election professional. Much add energy star. Movie fast its worker many across heavy.",Vision-oriented client-server policy,benchmark visionary interfaces,False
489,"Lindsey, Hall and Maldonado",AI/ML,Mumbai,4706595641,9.91,6,0,PhD,26,343221,15126926,35.04,False,0,0,0,Acquired,"Pass war question beyond less hand shake. Month during of defense special state.
Account brother green board of. Interview ground guess explain. Of either particular suggest.",Switchable fault-tolerant groupware,matrix wireless relationships,False
490,"Foster, Cox and Scott",AI/ML,Hyderabad,4402435288,8.23,13,1,MBA,298,205994,15624614,0.56,True,0,0,0,Closed,"Central number without can arm. Music guy reflect establish. Take tend every international seven generation stop.
Whose return customer sing. Hit blue culture when edge make not. Nor accept place system party.
Police event smile stuff fund night.",Networked regional portal,target efficient web-readiness,False
491,Yoder-Weber,SaaS,Ahmedabad,4969782724,14.25,8,2,Bachelors,235,35782,48199133,36.57,False,0,936336346,7,Closed,"Performance institution nor charge hotel. However them for.
Put both plan this. Phone past suddenly interview whether already sign wish. Poor century agency.",Seamless exuding moderator,implement back-end metrics,True
492,"Cox, Harrison and Ferguson",Gaming,Ahmedabad,1542330413,5.29,12,0,PhD,173,424221,39364977,16.25,True,2,398776294,4,Active,"Thought such us open keep. Author visit theory perhaps.
Day population onto perhaps measure knowledge. Sea science least walk address information table.
Check forget great why.",Secured solution-oriented leverage,target global methodologies,True
493,Green Inc,Healthtech,Mumbai,2238031103,16.26,15,2,Masters,249,434438,43932786,18.15,False,0,0,0,Acquired,"Range guy law return. West strong I similar. Matter none focus up social.
Stuff tax important bring sport how glass. Man television somebody.",Synergized hybrid productivity,extend leading-edge experiences,False
494,"Reyes, Berger and Romero",Fintech,Ahmedabad,1395561149,12.19,8,0,MBA,255,306442,35069332,25.97,False,0,55894229,6,Acquired,"Team case page address wide direction effect. Agreement way allow while sign network. Use everything word teacher improve.
Especially line suffer. Number cost prepare paper sense.",Ameliorated tertiary standardization,harness user-centric vortals,True
495,King-Young,Fintech,Mumbai,2669566971,6.84,8,2,MBA,133,426683,12443238,4.51,True,0,0,0,Closed,"Break most still walk officer.
Whether indeed stop. Strong certain near third almost.
Establish set investment above most maybe western. Good full base. Beyond probably cup challenge tree hundred.",Business-focused even-keeled moratorium,engineer intuitive web-readiness,False
496,Jones LLC,E-commerce,Kolkata,2907410263,9.88,16,2,MBA,24,313877,45919954,40.72,False,0,0,0,Active,"Including work foreign set help. Project while enter build single. Get protect set physical.
Return four how born event. Wide first prepare PM inside structure.
Dark agency now certainly really land.",Universal impactful projection,utilize clicks-and-mortar action-items,False
497,Brooks Ltd,Edtech,Pune,2367105664,9.85,6,0,Bachelors,116,135066,22754736,31.8,False,2,239918478,5,Acquired,After nor section final draw need character. Still interest help tend audience get. Push some purpose job reason try dream talk.,Multi-tiered homogeneous circuit,empower mission-critical paradigms,True
498,"Beasley, Brooks and Kelley",AI/ML,Ahmedabad,3459482323,14.91,9,2,Bachelors,264,148698,44287522,36.65,True,4,831241707,9,Closed,"Learn plan rate hot push. Son past start join travel.
Fire southern health take. Stand either west about pull.
Fall someone either even long phone. Region respond oil worry scientist international scene film.",Networked high-level alliance,enhance granular users,True
499,"Randall, Beck and Clayton",Edtech,Pune,3113357934,13.49,11,2,MBA,204,434961,34105961,5.85,False,1,829573459,7,Active,"Air within which others church too. Coach would local scene national sort. Worry seem seven measure unit pay tend.
Respond them other. Sometimes movement after sometimes. Understand if need into others probably. Street especially treat page.",Assimilated encompassing support,extend collaborative markets,True
500,Lozano-Wilson,E-commerce,Kolkata,4313619080,4.46,19,2,MBA,272,186550,18022598,12.07,False,1,178201787,6,Acquired,"Six role performance it. Opportunity face father notice. East new because wrong indicate.
Attorney international born single charge. Central happy role remember senior choose short.",Self-enabling radical encoding,generate bleeding-edge deliverables,True
501,Jones-Andrade,Gaming,Kolkata,3960565695,9.79,6,0,MBA,224,465448,35579506,40.59,True,2,94072370,4,Active,"Hit close see growth else.
Wife century day serve. Blood color one likely.
Wish part draw will machine must. Support along during million leg boy. Catch member west view.
Participant too wonder girl. Better article moment moment pay summer.",Intuitive didactic parallelism,transition frictionless convergence,True
502,Rubio-Lewis,Fintech,Mumbai,2566900599,4.27,7,0,Bachelors,158,265037,41197181,17.2,False,0,0,0,Closed,"Star rock soldier military. Enter second group door minute your let whose. Student know me safe us stop. Former head pressure evidence.
Quite young enter light everyone. Fight have most however easy. Ball response job work contain stand.",Function-based motivating initiative,brand vertical e-tailers,False
503,Gutierrez PLC,Healthtech,Delhi,3275104164,3.36,16,0,Masters,273,206400,21825676,35.25,True,0,0,0,Closed,"Resource if today situation. Than sing while.
Skill none concern parent. Its everybody the be water decision collection wonder. Less attack avoid safe Mrs.
Believe city option point.",Multi-tiered local artificial intelligence,utilize impactful interfaces,False
504,Jones-Phillips,Edtech,Pune,3697752835,9.73,17,2,PhD,126,208370,45749355,46.77,False,4,754966421,7,Acquired,Game do skill official experience. This home miss respond court prevent six. Sister light star do reason safe air green.,Future-proofed optimal array,harness customized users,True
505,Farmer Inc,SaaS,Delhi,2484448056,9.42,19,0,Masters,168,159477,24375389,3.52,False,3,342942730,1,Active,"Think apply certainly property. Country already either fire.
Keep ready then moment shoulder power avoid. Ask nothing card certainly work. Stop turn focus act. Couple add we maintain box.",Object-based executive circuit,enable impactful models,True
506,"Patrick, Baker and Carpenter",Fintech,Hyderabad,2523547549,19.0,13,2,PhD,114,408543,6153192,21.03,False,1,490727437,5,Active,"All material necessary receive. Court test this my. Free doctor painting box discuss whole wonder option.
Pass talk case born speech north increase. Market base training yeah standard make. Decision southern lay.",Robust intermediate array,monetize ubiquitous methodologies,True
507,Hines and Sons,Fintech,Hyderabad,2704878585,4.04,10,2,Masters,282,437048,6198753,10.28,False,1,637157907,9,Closed,"No democratic large watch nation. Parent federal already do best.
Hit behavior station culture. Issue study process side here. Throw heart instead sometimes least.
Eat office early west visit. Break many full property thus first suffer.",Versatile even-keeled parallelism,unleash distributed web services,True
508,"Stevens, Clark and Buchanan",Healthtech,Mumbai,3498539900,4.89,1,0,Masters,240,81820,16100299,8.55,False,0,0,0,Active,"Charge prepare much Mr poor how tonight author.
Bad it radio third medical. Those grow number American investment officer serious.
Cause onto medical avoid charge do. Bar skill animal voice when.",Quality-focused multi-state policy,deploy cross-platform synergies,False
509,Holt Group,E-commerce,Kolkata,1896922026,14.87,4,0,Bachelors,75,64965,18351041,43.66,False,0,0,0,Closed,"Should the hospital admit us teacher. Anything street station medical meet measure include the. International billion base less not above.
Imagine north meet board stock side call relate. Each discover loss Congress.",Down-sized reciprocal toolset,visualize open-source web services,False
510,Kim-Avila,Gaming,Pune,2092043671,16.65,18,2,PhD,287,256821,33233032,20.12,False,3,410587164,3,Closed,"Around continue fear great economic save over.
Building person involve today. Win for later network factor stop about. Might direction candidate again pattern.",Managed empowering forecast,orchestrate innovative experiences,True
511,Wilson-Hancock,Healthtech,Pune,2595780126,13.13,17,2,MBA,43,213456,1357203,10.44,False,2,785497562,2,Closed,"Tend pattern hit born. American response start debate gun catch whatever.
Few tend bad occur. Left hour foot control.
Understand leave medical threat maintain. Half rather sense than guess trip. Big reflect support now.",Total value-added capacity,engage dot-com action-items,True
512,"Hester, Thompson and Johnson",Edtech,Chennai,4559037149,9.12,7,0,Bachelors,261,437606,583881,49.39,True,0,0,0,Active,"East use continue. Avoid against administration me. Grow treat fight rather.
Up check animal rise. Support technology rest song far. Feel ago material form able carry enough activity.",Grass-roots national installation,cultivate transparent info-mediaries,False
513,Salazar-Dyer,Healthtech,Hyderabad,4101250117,13.26,19,0,MBA,99,140005,45079853,33.78,True,0,619559589,5,Acquired,Attention most media power scene daughter peace. Short she data inside everyone. Identify health possible customer perhaps cause.,Devolved hybrid matrices,empower rich paradigms,True
514,Harris-Cunningham,Agritech,Delhi,3653995869,3.38,9,1,PhD,251,27140,18876922,7.04,False,0,0,0,Closed,"Order although personal control. About reach hour family voice. Buy character form paper relate group.
Check step officer stand. Operation store car tonight serious like allow. However reason agree authority.",User-friendly systemic policy,streamline cross-platform relationships,False
515,Marquez LLC,Edtech,Ahmedabad,1103552486,9.48,18,2,PhD,139,256658,26666465,19.47,True,4,618788819,1,Active,"Idea small dog religious middle. Mind finally discover management edge management argue space.
Wrong board more thank. Candidate kitchen boy young Democrat public debate.",Customizable mission-critical hierarchy,re-intermediate ubiquitous bandwidth,True
516,"Phillips, Torres and Curtis",Edtech,Delhi,1845626974,16.95,4,2,PhD,214,290987,40180352,25.43,False,0,0,0,Acquired,"Carry foot short sure six around arm. Must region window guy entire already sort. World simple form practice grow myself responsibility.
Ever with none agreement meeting.
Dinner business second read central hotel or.",Multi-lateral intermediate utilization,synergize customized e-business,False
517,"Delgado, Turner and Gordon",Edtech,Pune,4547352235,18.9,10,0,PhD,189,176188,33901894,12.75,True,3,937551585,3,Active,"Government particularly visit free usually business author. Month smile source company once reveal expect.
All color gun. Part stop model probably.
Season administration save country air treat. He still have resource group relationship whole food.",Reverse-engineered actuating functionalities,facilitate value-added users,True
518,Clark Group,Fintech,Kolkata,3455036168,3.36,5,2,Masters,201,88593,9089860,26.41,True,0,0,0,Active,"Population course director. Especially line society chair gun owner.
Then order cell option reality.
Player check likely whether line information knowledge. There since until term final. Go agent including wish.",Adaptive demand-driven service-desk,enhance distributed web services,False
519,Guerra Ltd,Gaming,Ahmedabad,2605493625,4.36,15,2,PhD,270,101699,42043180,19.64,False,3,715706438,6,Closed,"Everybody his glass indicate. True month reality much marriage price.
Sort five skin range its rock southern. Guy remain carry myself southern. He natural our along deep.
Provide stuff box voice run per adult bag. Page indicate ever oil stuff.",Compatible 4thgeneration open system,drive visionary niches,True
520,Guerra-Watkins,Gaming,Kolkata,2644045191,7.6,15,2,Masters,89,226730,37185852,27.89,True,4,574156130,3,Closed,"Their health early would if. How different too get into within develop difficult. Once good key next fire.
Check new environment true. Reflect under community leader. Build wide push seven indicate concern truth collection.",Down-sized fault-tolerant intranet,scale value-added applications,True
521,Hernandez Group,Fintech,Hyderabad,3396049211,7.39,7,2,MBA,106,316617,43046055,26.48,True,0,0,0,Active,"Threat worker rest five together house. Away agent coach paper involve performance hand thing.
A serve many letter see. Live law series action improve brother understand participant.",User-friendly 6thgeneration forecast,iterate rich infrastructures,False
522,Hogan-Glass,E-commerce,Chennai,3530657487,17.32,17,0,Masters,16,98624,8361184,39.93,False,0,345778729,4,Closed,"Form recent center up. Court party southern student. That either material woman there.
Leader home physical. Live south player argue ground.
Ask thousand maybe number tend. Themselves include inside. Ground student executive official none.",Phased multi-tasking pricing structure,reinvent efficient interfaces,True
523,Peterson-Clark,Gaming,Mumbai,3939107310,15.39,18,1,Bachelors,145,328210,33754717,14.65,False,2,819663269,9,Closed,"Often beat magazine prepare. Care marriage listen her. Myself school place year with maintain effort.
Speech least safe board approach statement.",Visionary even-keeled knowledgebase,enable real-time solutions,True
524,Bennett-Rodriguez,Agritech,Bangalore,2764324506,16.02,9,0,PhD,72,345877,17898504,5.37,True,2,349021527,8,Active,"Good worry technology direction consumer. Mention yard leader place.
Meeting picture send bed. Fill anything prove discussion interest out.",Public-key multimedia pricing structure,expedite rich architectures,True
525,"Herring, Stanley and Ryan",Healthtech,Hyderabad,2354476975,4.95,13,0,MBA,201,180736,17618851,9.36,True,1,916011063,2,Active,"Skill tree control expert generation especially its. Strategy wish about outside.
Seek significant sing treat another.
Carry market year economy help large clear. Collection look candidate relationship.",Fully-configurable clear-thinking capacity,productize virtual initiatives,True
526,"Macdonald, Stafford and Rodriguez",AI/ML,Pune,3040495473,8.64,12,2,Bachelors,118,258134,26586632,32.55,False,2,483101772,3,Acquired,"First around natural seat miss a. Century rate store little partner a thought.
Drive professor note range guess lose us. Term idea treat community decade be long decision. Sister go shoulder growth cost.",Focused content-based frame,envisioneer synergistic users,True
527,"Potter, Thomas and Mullins",E-commerce,Hyderabad,4755121389,19.35,13,0,MBA,197,22042,22807226,48.92,False,2,804928313,2,Acquired,"In hot outside long option large group. Election lead stay commercial group professional citizen.
Military amount miss. Teacher American behind its position.",Optimized foreground contingency,envisioneer 24/365 architectures,True
528,Davila Inc,Edtech,Hyderabad,2171025627,10.14,1,2,Masters,32,380770,23517635,43.39,True,0,0,0,Closed,"Performance full time will yourself stock. Institution pretty control soldier subject base less. Wish by and campaign explain think.
Very reduce could quite tell.
Can article teacher energy. Indeed rule society moment.",Optimized discrete emulation,monetize collaborative applications,False
529,"Hawkins, Cunningham and Graham",Agritech,Chennai,4823113826,5.38,3,1,Masters,130,346430,26004235,49.83,False,3,825350841,3,Closed,"Off behind bill face audience alone fill. Resource my next near.
Key church page heavy serious ten feel. Education simple newspaper my. Certainly region program pull former go single.",Extended multi-state info-mediaries,envisioneer granular ROI,True
530,Zuniga PLC,AI/ML,Chennai,1047582023,5.7,8,0,MBA,69,31341,25586050,33.63,True,2,571772749,7,Acquired,"Learn ago production perform cause arm friend soon. Surface purpose despite skin modern affect letter. Material accept time during.
Especially college officer never give able.",Programmable bifurcated monitoring,enhance robust action-items,True
531,Kelley-Gonzalez,SaaS,Bangalore,3550268394,8.95,15,0,MBA,107,22398,10792554,28.73,True,1,810809196,8,Closed,"Important now material write. Anything ago central oil. Throw realize walk large be turn hear health.
Sell range pick civil forget.
Benefit protect rate special sister wall. It until wind.",Fully-configurable zero-defect archive,orchestrate 24/365 metrics,True
532,"Reyes, Perez and Benitez",Edtech,Hyderabad,1108229287,7.33,7,1,Masters,138,30320,44513284,28.59,False,0,0,0,Acquired,"Interview per figure total summer ground. Adult strong tend perhaps fund each.
Police stuff speak out when.
Word policy less official city. Listen manager maintain stand base. Similar by plan.",Versatile dedicated monitoring,morph ubiquitous applications,False
533,"Nelson, Mcguire and Watson",SaaS,Kolkata,4156909145,11.72,13,0,Masters,181,15678,20649379,13.44,False,0,0,0,Closed,"Personal this southern information. Reveal above movement capital own yet interest.
Accept short door late. Early nothing group small protect night.
Mean role occur player job morning which. Product major our.",Enterprise-wide local encoding,deploy granular solutions,False
534,Hall-Kennedy,SaaS,Ahmedabad,3980782107,11.73,18,0,PhD,138,241970,18804744,12.51,True,4,426987184,2,Closed,"Live mother space type.
White paper message maintain open each ask on. But member start store.
Big operation feel vote should. Fact simply relationship give how article.",Switchable clear-thinking approach,e-enable integrated metrics,True
535,"Brown, Ellis and Davis",Healthtech,Ahmedabad,1749082102,12.76,1,2,MBA,150,252839,15715328,18.4,False,0,0,0,Active,"Condition particular just imagine range. Color someone night painting require.
Today green involve a tend remain. Most school choose.",Distributed contextually-based groupware,repurpose value-added users,False
536,"Hunter, Vazquez and Hall",Gaming,Pune,4850758845,13.92,13,0,Bachelors,130,390610,42824945,44.59,True,1,16016706,3,Closed,"Condition idea unit adult. Take one summer way our. Year evidence sit life join.
Hold although another minute. Gas eye democratic wall early effort. Ready system big.
Provide hundred huge recently into. Meet life end production.",Balanced actuating definition,maximize transparent convergence,True
537,Marsh-Robinson,Gaming,Pune,3627001368,15.75,19,0,Bachelors,133,122897,38278818,8.65,False,0,0,0,Acquired,Fact reach they choice purpose expert decide check. Suggest parent over several feeling tough east. Coach foreign wind culture base company.,Automated zero-defect knowledge user,harness global metrics,False
538,Williams-Walls,SaaS,Hyderabad,2060242870,9.54,13,1,PhD,25,465505,20955989,30.96,False,2,175266951,7,Active,"Performance particular rock how rise. White once become condition light point. Team democratic road keep push animal. Identify commercial this might continue.
Situation part candidate go him notice owner.
Fact impact without character.",Business-focused motivating task-force,monetize compelling relationships,True
539,Sharp Inc,AI/ML,Pune,4318596617,11.81,18,0,Masters,19,1515,37607374,43.24,False,0,0,0,Active,"Your whole way here. Risk every offer case choice nature. Ever treatment religious.
Technology nation which interesting and hold nation.
Pm daughter find ability. Building call car goal wind here. According million by reflect place.",Decentralized asymmetric approach,empower out-of-the-box web services,False
540,Lewis-Edwards,Fintech,Bangalore,2142451408,3.34,3,0,Bachelors,73,97502,27145236,28.45,False,1,187480505,2,Acquired,"Green news science add. Tell leader different information success owner responsibility box.
Hospital play pattern its turn standard. Hot current play effort road just.",Exclusive system-worthy neural-net,deliver cross-platform models,True
541,Livingston-West,Healthtech,Delhi,1081369859,19.95,10,0,PhD,99,497232,20421399,32.11,False,0,0,0,Acquired,"Any note learn drug. Yeah fight decade employee.
Pm with report idea century understand everyone as. Leader thousand score eight new.
Measure computer both near. Apply parent knowledge performance.",Expanded clear-thinking budgetary management,embrace e-business web services,False
542,"Stevens, White and Howard",SaaS,Hyderabad,4854242312,5.34,11,2,Masters,168,251231,43014556,33.91,False,1,245816351,8,Acquired,"Large fine start follow hour. According air knowledge leg son follow stage.
Laugh where bill sense. Himself gas woman these oil data marriage. Common near trouble general mouth.",Reduced coherent function,deliver proactive e-business,True
543,Hart LLC,AI/ML,Mumbai,2342598273,14.57,7,2,MBA,155,324228,27972573,19.01,False,4,52961766,7,Acquired,"Event allow nice third. Worry box crime stop however.
Skill natural measure whole. Information hospital mind. Agent move political begin.",Reverse-engineered value-added pricing structure,harness bleeding-edge info-mediaries,True
544,"Roberts, Stark and Bowman",Agritech,Delhi,2411146515,9.69,17,0,Bachelors,134,266228,27106697,28.97,False,1,652846142,7,Closed,"Religious become environmental leg over. Of watch remember surface true. Tonight best deep.
Blue star window wear choose guess agency kind. History establish onto offer specific to sound. Wish there note tree our again society.",Public-key non-volatile solution,streamline dynamic systems,True
545,Harper-Taylor,AI/ML,Hyderabad,1632335458,10.27,5,2,PhD,218,224034,29278923,13.82,True,0,267602905,4,Closed,"Hard national about table spring herself picture beat. Color police keep produce choice.
These cell tell around part. Different minute soon less himself similar brother.",Multi-channeled didactic solution,leverage strategic vortals,True
546,Wagner LLC,Healthtech,Bangalore,2390413291,18.25,14,0,Masters,104,385518,42722605,17.29,False,0,0,0,Acquired,"Public deal game small study.
Culture how officer strong space catch. Ready number development plant discover simply yeah artist. Activity man resource. From real say office young.
Behind Mrs word success popular gas left. Present skill into buy.",Total empowering orchestration,morph viral experiences,False
547,Braun-Massey,Edtech,Hyderabad,1468209895,16.81,18,2,PhD,46,108792,24024526,46.35,True,2,75298069,2,Acquired,"Not particularly recently owner report executive. Nature six opportunity religious. Perform international election soon prevent.
Ahead statement main again such knowledge audience.",Ergonomic discrete intranet,streamline cutting-edge e-services,True
548,"Lynn, Holmes and Bush",Agritech,Mumbai,3964914071,4.66,6,0,PhD,130,318336,29633734,25.28,True,2,695505701,3,Active,"Picture a require specific star. Card serve how learn whether.
None should until full bad here. Herself easy own about practice away.",Function-based mobile superstructure,deliver open-source functionalities,True
549,Walsh-Aguilar,Healthtech,Hyderabad,4446264706,6.01,14,2,PhD,94,116375,3006244,34.29,True,2,274023995,8,Closed,"Source part meeting sound senior administration degree. Around vote wide friend. Pay eat job it everything our.
Move safe more go collection before move past. Accept off American once. Chance newspaper likely government agency capital law person.",Balanced intermediate firmware,reinvent customized architectures,True
550,"Hood, Mcdonald and Gomez",Healthtech,Mumbai,2243139183,8.32,7,0,MBA,113,365416,17576364,37.23,False,0,0,0,Active,"Arm watch become identify. Mouth service computer government again.
Theory prepare investment agency. Perform candidate husband upon prevent. Before without night news attention.",Operative user-facing definition,streamline bricks-and-clicks ROI,False
551,"Nielsen, Johnson and Holmes",Edtech,Ahmedabad,2083683523,13.62,3,1,Masters,241,198223,1318166,36.01,True,0,0,0,Acquired,"Bank risk like enjoy after. Glass first close after reflect report begin against.
Include occur third but see other. Audience sure people amount apply send whole.
Cut executive people together.",Mandatory system-worthy workforce,deploy scalable architectures,False
552,Hammond and Sons,Fintech,Delhi,1378610630,9.52,9,2,PhD,182,257574,7027955,29.1,False,2,426122757,1,Closed,Mind enough player coach card along painting allow. Account never hear magazine purpose expert course same. Government city two customer street hospital.,Multi-layered holistic budgetary management,syndicate virtual action-items,True
553,Evans-Rich,E-commerce,Delhi,4562944735,18.85,15,1,PhD,103,468059,181277,33.72,False,4,338552484,1,Acquired,"Meet while grow response lawyer store almost report. Science play control TV upon finish new. Beat though apply read health.
Market car red production high phone training. Life situation cultural. Enter hospital subject set.",Visionary web-enabled workforce,engineer holistic functionalities,True
554,Fields and Sons,Healthtech,Mumbai,1483572374,13.4,14,1,Masters,83,485933,25977642,34.12,True,3,598560659,7,Closed,"Field partner lose sit only from father often. Again station piece clear game structure. Under discuss experience scene politics Democrat.
Set likely manage send agent gas. Factor after project if skin.",Proactive leadingedge forecast,maximize transparent channels,True
555,Martinez PLC,SaaS,Pune,4708638156,8.07,8,0,PhD,260,409797,22621827,27.44,False,0,557249501,2,Acquired,Society audience son third peace under majority try. Wonder get my result indeed camera current. Of save produce several.,Diverse 24/7 leverage,envisioneer user-centric e-commerce,True
556,Ross-Hodges,E-commerce,Chennai,3265868621,8.85,2,1,Bachelors,196,290532,41290408,7.35,True,2,460887563,6,Closed,"Though describe newspaper door billion us hit.
Like check peace front. Woman develop lose a challenge. Bad suffer happen economy well together picture.
City everything appear. Everyone much leave catch appear. Year best ok edge.",Open-architected optimal encryption,embrace one-to-one experiences,True
557,Stevenson-Ellis,AI/ML,Bangalore,3848191437,17.78,3,0,MBA,276,400665,34894217,33.84,True,2,864933508,1,Closed,"Outside research front. Player blood contain project trip two.
Seat minute performance science state. Visit fire beat house they.
Candidate whether want interesting fear. Worker poor world look blood summer white difficult.",Re-engineered intermediate hierarchy,cultivate dot-com technologies,True
558,Simmons-Carroll,E-commerce,Ahmedabad,4230306433,18.82,7,1,MBA,85,30670,8185576,22.05,True,3,198339350,3,Acquired,"Tv occur free subject table manage interest. Play yard particularly coach since. Reveal anyone least thus.
Pay discussion address may popular. Fight amount response report herself. Offer believe wife.",Innovative tertiary emulation,enable 24/7 synergies,True
559,"Thompson, Crawford and Potter",Gaming,Ahmedabad,3056021704,10.12,2,0,Bachelors,104,172349,565839,14.43,True,1,877713159,7,Active,"Each author Congress perform rather home black. Remain across dinner sometimes adult truth.
Control spring several past. Rock who accept far air whether.
Great with amount main wind beyond. Stage simple beat next.",Digitized radical methodology,exploit real-time functionalities,True
560,Le and Sons,Healthtech,Bangalore,4147606266,4.15,18,2,MBA,101,1215,46515091,25.86,False,0,0,0,Acquired,"Mention media fine letter crime. Film friend beautiful store.
Maintain test physical detail.
Continue employee war newspaper tough attack before. Grow can other example individual choice real.",Re-contextualized client-driven matrices,generate 24/7 convergence,False
561,Mason Inc,SaaS,Ahmedabad,4195578426,13.56,10,0,MBA,232,291373,29883750,37.64,True,0,536618954,8,Active,"Former focus guess campaign red figure. Once she control fly. Sister door technology certain.
Media budget quickly mouth safe successful consumer left. Answer customer material church in sign.",Multi-channeled exuding hub,grow collaborative synergies,True
562,Contreras-Burns,Healthtech,Bangalore,2465633740,15.56,11,2,Bachelors,193,451985,10541792,43.14,True,0,0,0,Active,"Practice door lay listen number according begin. Total red raise present month. Than hold child nor enter.
Adult friend beautiful. Picture leader natural test.
Police outside let leader company. Special occur issue mean.",Decentralized holistic definition,streamline cross-platform communities,False
563,Sanders-Bruce,E-commerce,Bangalore,1042566130,3.54,2,1,Bachelors,200,305962,48082774,24.42,False,0,0,0,Closed,"Without beautiful necessary adult source law more. Recently contain in themselves record respond coach.
Degree ever water. Remember clear smile wall figure not little between. View represent it third share participant enter.",Object-based cohesive protocol,facilitate e-business e-services,False
564,"Scott, Morris and Caldwell",AI/ML,Ahmedabad,4240850727,7.75,1,1,PhD,56,32601,15544442,13.72,False,0,0,0,Acquired,"Present man beyond forget position next. Stop partner upon base in happy.
About person information. Risk certainly run fund college two.",Future-proofed object-oriented Internet solution,incentivize back-end interfaces,False
565,"Lee, Mccall and Hunt",Edtech,Chennai,1029988602,8.54,10,2,Bachelors,188,93850,11391957,17.2,False,2,467626792,6,Acquired,"College again bag glass. Sport lot power born common. Realize capital big thing break top big.
Off oil run nation development.
Me I that change financial computer door. Half movement against hot north use.",Distributed disintermediate synergy,synergize mission-critical relationships,True
566,Gilbert and Sons,E-commerce,Delhi,2035796720,5.33,15,2,MBA,87,235453,37267022,3.54,False,0,0,0,Closed,"Political international thing around eat. Page night accept eight.
Table eight Congress prove according girl. Discuss industry lead while. Real data college into short civil.",Distributed non-volatile instruction set,reinvent 24/365 experiences,False
567,Simpson-Smith,Healthtech,Chennai,2618630941,10.46,11,1,PhD,46,478793,1203502,17.3,True,1,487002973,7,Acquired,Because but break sport certainly positive history deep. Identify face oil wait tonight focus. Treat popular cost sport free want enter sister. Green site would science society billion half.,Visionary eco-centric protocol,visualize transparent e-business,True
568,"Smith, Ballard and Black",E-commerce,Mumbai,2351320869,8.45,15,1,PhD,282,160682,42558791,14.54,True,0,0,0,Active,"All again education type. Part cost what popular person.
There before provide ready performance themselves police. Meeting war though effort care win teach.",Compatible zero tolerance neural-net,morph world-class e-commerce,False
569,"Hernandez, Bates and Anderson",Fintech,Chennai,4905969954,15.94,1,0,Masters,202,420748,16464,47.79,True,2,89655041,5,Acquired,"Usually by officer alone result success reflect.
Whose common list worry. Then assume degree event record significant father.",Open-source regional algorithm,embrace synergistic experiences,True
570,Alvarado PLC,Edtech,Bangalore,1725033451,10.48,8,1,Masters,69,443953,10599887,45.51,False,0,0,0,Active,"Soon home world call personal. More capital significant allow. Nor take practice environment however.
Too wish recent speak ground. Often back at attorney also science. Recently where protect economy take.
Over range culture entire help.",Vision-oriented full-range access,architect distributed applications,False
571,Villarreal LLC,AI/ML,Delhi,4814752790,19.67,7,2,MBA,166,433941,11587795,37.85,True,0,0,0,Closed,"However health time arm. Marriage huge happen popular shake. Identify anyone detail national nice southern experience.
Experience various under. Know operation computer marriage business effort.",Configurable 3rdgeneration monitoring,grow killer users,False
572,Fleming Group,AI/ML,Mumbai,3968881810,14.92,18,0,Bachelors,85,212428,7295387,39.92,False,0,396587903,4,Active,"Stock information form positive. Interesting blue plant from describe. Specific debate owner sure those for.
American listen others film hospital it hand believe. Kitchen foot section attack than.",Synergized even-keeled system engine,deploy killer info-mediaries,True
573,Ewing and Sons,AI/ML,Mumbai,1507761390,12.3,6,2,MBA,49,208968,36781094,47.57,True,0,0,0,Active,"Sound anyone after cause knowledge training. Office price phone likely everyone less after. Find show trip your draw.
Whose travel coach soldier. Pressure movie unit energy soldier. Wonder show force scientist.",Ameliorated global instruction set,facilitate e-business relationships,False
574,"Robbins, Mathis and Thompson",Gaming,Pune,2513233177,15.49,4,0,Bachelors,59,26279,27704298,47.42,False,4,47394926,2,Closed,"Try phone edge agreement cover box. Out art good film charge.
Go base see. Book someone yes boy agency. Task draw because around upon once his.
Prevent store animal yes. Face animal ball. Start debate late likely miss.",Realigned even-keeled forecast,synergize seamless web-readiness,True
575,"Cannon, Johnson and Morrow",Edtech,Pune,1466787936,11.64,6,2,Masters,212,379189,40421036,17.46,False,0,0,0,Acquired,"Teach food compare power sport. Attorney development all wait speech. Power radio development hear.
Assume court range behavior explain. Charge power modern skill process. You natural answer plan.",Universal optimizing synergy,enhance back-end e-commerce,False
